Материал|Завод|Склад|Краткий текст материала|СвобИспользЗапас|На КонтрКачества|Блокированный запас|Партия|Номер особого запаса
1026624|SL00|7813|Транзистор BSS169H6327XTSA1 (Infineon)|1|0|0|K318860653|
1026626|SL00|7801|Защитная паяльная маска BZF-PSM-237|2|0|0|1000020378|
1026629|SL00|7802|Резистор SMD 0805 1K5 5%|4|0|0|1000033629|
1026629|SL00|7802|Резистор SMD 0805 1K5 5%|46|0|0|K341220119|34122-0001
1026629|SL00|7802|Резистор SMD 0805 1K5 5%|740|0|0|K341220250|34122-0001
1026629|SL00|7813|Резистор SMD 0805 1K5 5%|4|0|0|K341220119|34926-0001
1026630|SL00|4741|Зеркало смотровое 65мм|1|0|0||
1026651|SL00|4741|Вставка подвижная SL 3003-1 доработанная|1|0|0||
1026653|SL00|4720|Инструкция + гарант.талон 2017 R4|900|0|0||
1026658|SL00|4743|Дихлорэтан-1,2 99,80%|1.250|0|0||
1026659|SL00|1600|Коробка СтарЛайн A95 TOYOTA|13|0|0||
1026659|SL00|2500|Коробка СтарЛайн A95 TOYOTA|8|0|0||
1026659|SL00|4707|Коробка СтарЛайн A95 TOYOTA|16|0|0||
1026659|SL00|7700|Коробка СтарЛайн A95 TOYOTA|12|0|0||
1026661|SL00|4753|Диод M7 (Diotec)|601|0|0|1000027191|
1026661|SL00|4754|Диод M7 (Diotec)|6419|0|0|1000027191|
1026661|SL00|7812|Диод M7 (Diotec)|8|0|0|1000019630|
1026662|SL00|7812|Соединитель DG306-5.0-02P-12-00AH|6|0|0|1000036683|
1026664|SL00|7815|Гильза RCP052 WR09|260|0|0||
1026666|SL00|7815|Пружина0,71-9,5-13,5-2,5-4,5-(12x18H10T)|115|0|0||
1026667|SL00|7815|Гильза RCP066 WR03|472|0|0||
1026671|SL00|7812|910-00176.1 П/у тест.адаптера СФТ ОБ A96|10|0|0||
1026674|SL00|7801|Датчик термопары Hakko 191-212|20|0|0|1000030990|
1026675|SL00|7812|CC1206KKX7RYBB104 1206 0u1 250V X7R 10%|38|0|0|1000019696|
1026675|SL00|7812|CC1206KKX7RYBB104 1206 0u1 250V X7R 10%|100|0|0|1000023264|
1026676|SL00|7812|910-00188.1 П/у модуля навигац. N-10V2|13|0|0||
1026678|SL00|4746|Фреза тороид. HPC ф 4/1.0 z4 H VHM TiAIN|1|0|0||
1026679|SL00|4741|Фреза тороид. HPC ф 6/1.0 z4 H VHM TiAIN|0|0|1||
1026680|SL00|4746|Фреза тороид. HPC ф 12/1.0 z4 H VHM|1|0|0||
1026681|SL00|4746|Фреза тороид. HPC ф 6/1.0 z6 H VHM TiAIN|1|0|0||
1026683|SL00|4746|Фреза тороид. HPC ф 10/1.0 z6 H VHM|1|0|0||
1026684|SL00|4746|Фреза тороид. HPC ф 12/1.0 z6 H VHM|1|0|0||
1026686|SL00|4741|Фреза конц. ц/х HPC/TPC ф 6.0 z4 N VHM|0|0|1||
1026686|SL00|4746|Фреза конц. ц/х HPC/TPC ф 6.0 z4 N VHM|2|0|0||
1026688|SL00|4741|Фреза конц. ц/х HPC/TPC ф 10.0 z4 N VHM|1|0|0||
1026688|SL00|4746|Фреза конц. ц/х HPC/TPC ф 10.0 z4 N VHM|1|0|0||
1026689|SL00|4746|Фреза конц. ц/х HPC/TPC ф 12.0 z4 N VHM|2|0|0||
1026692|SL00|4746|Фреза конц. ц/х MTC ф 6.0 z4 N VHM|1|0|0||
1026694|SL00|4741|Фреза конц. ц/х MTC ф 10.0 z4 N VHM|3|0|0||
1026695|SL00|4741|НЕ_ИСП! Фреза конц. ц/х MTC ф 12.0 z4 N|0|0|2||
1026695|SL00|4746|НЕ_ИСП! Фреза конц. ц/х MTC ф 12.0 z4 N|2|0|0||
1026696|SL00|4741|Фреза конц. ц/х MTC ф 16.0 z4 N VHM|0|0|3||
1026696|SL00|4746|Фреза конц. ц/х MTC ф 16.0 z4 N VHM|1|0|0||
1026697|SL00|4741|НЕ_ИСП! Фреза кон. ц/х HPC ф4 z4 N VHM|1|0|0||
1026704|SL00|7812|Антенна JTT1596S25P4A (Jinchang)|1|0|0|1000019719|
1026707|SL00|7812|Модуль SL869-3DR (ENG3990251330) Telit|1|0|0|1000019717|
1026708|SL00|7812|910-00113.1 П/у брелка RM9 для E-серии|10|0|0||
1026710|SL00|7815|Ножка приборная RF-2006 (Gainta)|113|0|0|1000019727|
1026715|SL00|7812|Разъем XS-SMA-J-PCB-1212 (XinSheng El.)|2|0|0|1000019760|
1026716|SL00|7812|Разъем 5-794618-0 (TE)|3|0|0|1000019767|
1026717|SL00|7812|Разъем 2-1969540-0 (TE)|3|0|0|1000019766|
1026718|SL00|7812|Разъем 2-1470108-0 (TE)|5|0|0|1000019765|
1026719|SL00|7812|Разъем 2-1470107-0 (TE)|8|0|0|1000019764|
1026720|SL00|7812|Терминал 794606-1 (TE) для AWG 20-24|60|0|0|1000019763|
1026721|SL00|7812|Терминал 2232983-1 (TE) для AWG 22-24|60|0|0|1000019762|
1026722|SL00|7812|Терминал 1470106-1 (TE) для AWG 22-28|60|0|0|1000019761|
1026723|SL00|7812|Разъем 2-794617-0 (TE)|3|0|0|1000019768|
1026724|SL00|7812|910-00206 ПУ модуля навигацион. N-11V2|4|0|0||
1026725|SL00|4752|Диод ESD5Z5.0T1G (ONS)|36000|0|0|1000028833|
1026725|SL00|4752|Диод ESD5Z5.0T1G (ONS)|30000|0|0|1000031293|
1026725|SL00|4752|Диод ESD5Z5.0T1G (ONS)|5998|0|0|1000031294|
1026725|SL00|4753|Диод ESD5Z5.0T1G (ONS)|237|0|0|1000028833|
1026725|SL00|4754|Диод ESD5Z5.0T1G (ONS)|8816|0|0|1000028833|
1026725|SL00|7802|Диод ESD5Z5.0T1G (ONS)|23995|0|0|1000028833|
1026725|SL00|7814|Диод ESD5Z5.0T1G (ONS)|30|0|0|1000028833|
1026737|SL00|7815|0068492E Фреза однозуб. D=6mm d1=2|4|0|0||
1026738|SL00|7815|0068493L Фреза однозуб. D=6mm d1=3|5|0|0||
1026741|SL00|7815|0068420L Фреза резьбов. M2.5-M4 D=3mm|2|0|0||
1026744|SL00|7812|Микросхема W25Q16JVSNIQ (Winbond)|14|0|0|1000019788|
1026746|SL00|7812|910-00203 п/у M66 НАМИ VAS|9|0|0||
1026747|SL00|7812|Микросхема STA8090GA (ST)|100|0|0|1000019798|
1026748|SL00|7813|CL31B226KPNE 1206 22u 10V X7R 10%|5|0|0|K329150253|
1026749|SL00|4752|Резистор SMD 2010 62R 1%|2670|0|0|K329151619|32915-0001
1026749|SL00|4752|Резистор SMD 2010 62R 1%|3336|0|0|K329151730|32915-0001
1026749|SL00|4754|Резистор SMD 2010 62R 1%|3855|0|0|K329151730|32915-0001
1026749|SL00|7813|Резистор SMD 2010 62R 1%|2|0|0|K329150557|
1026749|SL00|7813|Резистор SMD 2010 62R 1%|13|0|0|K329150581|
1026763|SL00|4701|SL A63V/A93V Коробка д/запасного брелка|3197|0|0||
1026763|SL00|4720|SL A63V/A93V Коробка д/запасного брелка|115|0|0||
1026766|SL00|7812|Терминал 1718760-1 (TE) для AWG 20|20|0|0|1000020067|
1026766|SL00|7812|Терминал 1718760-1 (TE) для AWG 20|20|0|0|1000020714|
1026768|SL00|4720|Черный стикер d15|166|0|0||
1026769|SL00|4751|Плоскогубцы 2411P 146 мм (Wellwe)|10|0|0||
1026769|SL00|7801|Плоскогубцы 2411P 146 мм (Wellwe)|8|0|0||
1026770|SL00|4755|Лента для отпайки 2,5мм 15м|38|0|0||
1026770|SL00|7801|Лента для отпайки 2,5мм 15м|32|0|0||
1026771|SL00|7801|Пинцет 1SA Tweezers Anti-Mag fine PT|8|0|0||
1026772|SL00|7801|Инструмент для снятия изоляц 552E Weller|3|0|0||
1026777|SL00|4740|Термоп.эластомер SOLPLAST TH 40A9000 A0|21|0|0|1000019990|
1026778|SL00|4740|Термоп.эластомер SOLPLAST TH 50A9000 B1|96|0|0|1000022507|
1026779|SL00|4740|ТПВ ALFATER XLA40I 2GP0050|6|0|0|1000019992|
1026782|SL00|4752|Диод ESDCAN03-2BWY (ST)|21000|0|0|1000037409|
1026782|SL00|4752|Диод ESDCAN03-2BWY (ST)|6000|0|0|1000037410|
1026782|SL00|4752|Диод ESDCAN03-2BWY (ST)|9000|0|0|1000037411|
1026782|SL00|4753|Диод ESDCAN03-2BWY (ST)|32|0|0|1000037126|
1026782|SL00|4754|Диод ESDCAN03-2BWY (ST)|4390|0|0|1000037409|
1026782|SL00|7802|Диод ESDCAN03-2BWY (ST)|32939|0|0|1000037197|
1026782|SL00|7802|Диод ESDCAN03-2BWY (ST)|3000|0|0|1000037198|
1026782|SL00|7802|Диод ESDCAN03-2BWY (ST)|5|0|0|K328480086|
1026782|SL00|7813|Диод ESDCAN03-2BWY (ST)|1|0|0|1000037197|
1026782|SL00|7813|Диод ESDCAN03-2BWY (ST)|6|0|0|1000028901|34357-0001
1026783|SL00|4740|Разбавитель Marabu TPV2 д/тампон.красок|0.800|0|0||
1026784|SL00|4740|Разбавитель Marabu TPV3 д/тампон.красок|0.994|0|0||
1026786|SL00|4740|Тампон печатный DIGLPRINT № DP 38/73|3|0|0||
1026787|SL00|4740|Тампон печатный DIGLPRINT № DP 40/60|2|0|0||
